date,value,period,year,category_code,seasonally_adj,data_type,series_id,series_name,category,unit,frequency,data_source,pct_change,rolling_mean_3m,rolling_mean_6m,rolling_mean_12m,pct_change_yoy,rolling_std_3m,rolling_std_12m,month,quarter,day_of_year,month_sin,month_cos,quarter_sin,quarter_cos,is_holiday_season,is_back_to_school,is_summer_season,is_quarter_end,is_year_end,pct_rank_1y,pct_rank_2y,zscore_1y,zscore_2y,trend_3m_vs_12m,momentum_1m,momentum_3m,momentum_6m,acceleration_1m,growth_rate,fetch_timestamp,processing_date
2012-03-01,671.2633663366337,M03,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.1470588235294117,633.9709570957097,763.052805280528,722.5105610561055,0.003231763619575334,0.25757186053263187,0.1468467677389358,3,1,61,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,0,1,0,0.4166666666666667,0.4583333333333333,-0.4143080039272341,-0.3506013701203526,-0.12254437337355469,0.1470588235294117,-0.3424195162829674,-0.0572038847912425,0.24039215686274495,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-04-01,619.6277227722771,M04,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.0769230769230771,625.3650165016502,740.5102310231023,722.6768976897689,0.003231763619575334,0.13430411840724366,0.1468467677389358,4,2,92,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,-0.8341302961450549,-0.803828810274535,-0.1346547558102415,-0.0769230769230771,-0.040000000000000036,-0.17917401158398394,-0.22398190045248878,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-05-01,645.4455445544554,M05,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.04166666666666674,645.4455445544554,697.9656765676567,722.8501650165016,0.003231763619575334,0.11205573445327052,0.1468467677389358,5,2,122,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.2916666666666667,0.3125,-0.627159672581274,-0.5951312230148471,-0.10708252444028861,0.04166666666666674,0.10294117647058809,-0.2834058831288748,0.11858974358974383,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-06-01,688.4752475247525,M06,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.06666666666666665,651.1828382838283,642.576897689769,723.0349834983498,0.003231763619575334,0.07670999690267405,0.1468467677389358,6,2,153,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,1,1,0,0.5,0.5833333333333334,-0.28014717990383686,-0.234397268602658,-0.09937575200977178,0.06666666666666665,0.02564102564102555,-0.3255584782389409,0.02499999999999991,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-07-01,705.6871287128713,M07,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.02499999999999991,679.8693069306931,652.6171617161716,723.2244224422442,0.003231763619575334,0.02097176232019677,0.1468467677389358,7,3,183,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.5833333333333334,0.6666666666666666,-0.14219620800087496,-0.09534024800214626,-0.05994697381090354,0.02499999999999991,0.13888888888888906,0.09333333333333349,-0.04166666666666674,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-08-01,731.5049504950496,M08,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.03658536585365857,708.5557755775577,677.0006600660066,723.4207920792079,0.003231763619575334,0.02150665196195885,0.1468467677389358,8,3,214,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.75,0.7916666666666666,0.06554165722532856,0.11840353164113016,-0.020548229556585106,0.03658536585365857,0.13333333333333353,0.25,0.011585365853658658,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-09-01,714.2930693069308,M09,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.02352941176470591,717.1617161716173,684.1722772277229,723.6125412541254,0.003231763619575334,0.031893340465518664,0.1468467677389358,9,3,245,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.6666666666666666,0.6666666666666666,-0.07556764090592756,-0.04047501637754514,-0.008914750249253424,-0.02352941176470591,0.03750000000000009,0.0641025641025641,-0.06011477761836448,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-10-01,757.3227722772277,M10,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.06024096385542155,734.373597359736,707.1214521452144,723.8158415841584,0.003231763619575334,0.043187285236250796,0.1468467677389358,10,4,275,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,0.2715652459642974,0.3218833298000429,0.014586245794884286,0.06024096385542155,0.07317073170731714,0.22222222222222232,0.08377037562012746,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-11-01,903.6237623762376,M11,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.19318181818181812,791.7465346534655,750.1511551155114,724.0584158415842,0.003231763619575112,0.10928136755298584,0.1468467677389358,11,4,306,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,1,0,0,0,0,0.9166666666666666,0.9166666666666666,1.4508440461900187,1.5481055296239352,0.09348433404120625,0.19318181818181812,0.23529411764705865,0.3999999999999999,0.13294085432639657,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2012-12-01,1024.1069306930692,M12,2012,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.1333333333333333,895.0178217821782,806.0897689768976,724.3333333333334,0.003231763619575334,0.0665802853247956,0.1468467677389358,12,4,336,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,1,1.0,1.0,2.4080758606638715,2.475644578590364,0.23564356435643555,0.1333333333333333,0.433734939759036,0.4874999999999998,-0.05984848484848482,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-01-01,649.529702970297,M01,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.3657598796536562,859.0867986798679,796.7301980198018,724.6736798679868,0.006327657616198801,0.30689077806486204,0.1463886448488587,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0,0,0,0.3333333333333333,0.3333333333333333,-0.6047471126413135,-0.6087260619260828,0.18548088960036052,-0.3657598796536562,-0.142334382713467,-0.07957836193640366,-0.4990932129869895,Strong Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-02-01,588.9069306930694,M02,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.09333333333333316,754.1811881188119,772.9638613861385,724.9822607260726,0.006327657616198801,0.24989599041983887,0.14638864484885866,2,1,32,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0,0,0,0,0,0.08333333333333333,0.08333333333333333,-1.098417687221698,-1.1125694887156259,0.04027536806693234,-0.09333333333333316,-0.3482830407818901,-0.19493787390704087,0.27242654632032304,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-03-01,675.5108910891089,M03,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.14705882352941146,637.982508250825,766.5001650165017,725.3362211221123,0.006327657616198801,0.25657605583124365,0.14638864484885866,3,1,60,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,0,1,0,0.4166666666666667,0.4166666666666667,-0.40272144918491254,-0.40011339215634734,-0.12043202907494265,0.14705882352941146,-0.34039027483980244,-0.054294490432969855,0.24039215686274462,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-04-01,623.5485148514852,M04,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.07692307692307687,629.3221122112212,744.2044554455446,725.6629537953795,0.006327657616199023,0.1343041184072434,0.14638864484885863,4,2,91,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,-0.8273611554598203,-0.8331187796664801,-0.1327625188529663,-0.07692307692307687,-0.039999999999999925,-0.17664100740492827,-0.22398190045248834,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-05-01,649.529702970297,M05,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.04166666666666652,649.529702970297,701.8554455445545,726.0033003300331,0.006327657616198801,0.11205573445327023,0.14638864484885863,5,2,121,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.2916666666666667,0.3125,-0.6207981345755833,-0.6210164656083739,-0.10533505470976794,0.04166666666666652,0.10294117647058787,-0.28119453027414376,0.11858974358974339,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-06-01,692.8316831683169,M06,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.06666666666666687,655.3033003300329,646.642904290429,726.3663366336633,0.006327657616198801,0.07670999690267387,0.14638864484885863,6,2,152,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,1,1,0,0.5,0.5,-0.27248073900330605,-0.264426952707287,-0.0978336036785119,0.06666666666666687,0.025641025641025772,-0.32347720496389987,0.025000000000000355,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-07-01,710.1524752475248,M07,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.02499999999999991,684.1712871287128,656.746699669967,726.7384488448844,0.006327657616198801,0.020971762320196558,0.14638864484885863,7,3,182,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.5833333333333334,0.5833333333333334,-0.13483416064341483,-0.1230854019087424,-0.058572876918553,0.02499999999999991,0.13888888888888884,0.09333333333333349,-0.04166666666666696,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-08-01,736.1336633663367,M08,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.03658536585365857,713.0392739273929,681.2844884488449,727.1241749174918,0.006327657616198801,0.02150665196195864,0.14638864484885863,8,3,213,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.75,0.75,0.07322778986575863,0.0901373068717775,-0.019370695509741784,0.03658536585365857,0.13333333333333353,0.25,0.011585365853658658,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-09-01,718.8128712871287,M09,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.02352941176470602,721.6996699669968,688.5014851485148,727.5008250825082,0.006327657616198801,0.03189334046551851,0.14638864484885863,9,3,244,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.6666666666666666,0.6666666666666666,-0.07063503640748428,-0.05597857637491534,-0.007974087335025998,-0.02352941176470602,0.03749999999999987,0.0641025641025641,-0.06011477761836459,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-10-01,762.1148514851485,M10,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.06024096385542177,739.0204620462047,711.5958745874588,727.9001650165015,0.006327657616198801,0.04318728523625079,0.14638864484885866,10,4,274,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,0.277917043288707,0.3007448111993123,0.015277228340030705,0.06024096385542177,0.07317073170731714,0.2222222222222221,0.08377037562012779,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-11-01,909.3415841584158,M11,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.19318181818181812,796.7564356435643,754.8978547854786,728.3766501650166,0.006327657616198801,0.10928136755298581,0.14638864484885866,11,4,305,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,1,0,0,0,0,0.9166666666666666,0.9166666666666666,1.4610221596890658,1.5120152245630698,0.09387970559332998,0.19318181818181812,0.23529411764705865,0.40000000000000013,0.13294085432639635,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2013-12-01,1030.5871287128712,M12,2013,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.1333333333333333,900.6811881188117,811.1904290429043,728.9166666666666,0.006327657616198801,0.06658028532479539,0.14638864484885866,12,4,335,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,1,1.0,1.0,2.4080758606638732,2.4882559873079866,0.23564356435643552,0.1333333333333333,0.433734939759036,0.4874999999999996,-0.05984848484848482,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-01-01,653.0198019801979,M01,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.3663613839270703,864.3161716171617,801.6683168316831,729.2075082508251,0.005373270835715038,0.3072364037194818,0.14652979455292434,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0,0,0,0.3333333333333333,0.3333333333333333,-0.6091248799205695,-0.6061592111360704,0.1852815033273949,-0.3663613839270703,-0.1431477805377429,-0.0804512766746509,-0.4996947172604036,Strong Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-02-01,592.0712871287129,M02,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.09333333333333316,758.5594059405939,777.6579207920792,729.4712046204621,0.005373270835715038,0.2502055503803319,0.14652979455292434,2,1,32,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0,0,0,0,0,0.08333333333333333,0.08333333333333333,-1.1013353691831642,-1.1113840862522468,0.03987573619888967,-0.09333333333333316,-0.34890111983972727,-0.19570138333142795,0.27302805059373714,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-03-01,679.1405940594059,M03,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.14705882352941146,641.4105610561055,771.0458745874588,729.7736798679867,0.005373270835715038,0.25688292239747257,0.14652979455292434,3,1,60,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,0,1,0,0.4166666666666667,0.4166666666666667,-0.4063025548438126,-0.39859359411112366,-0.12108290727594585,0.14705882352941146,-0.34101583928415313,-0.05519138403390633,0.24039215686274462,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-04-01,626.89900990099,M04,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.07692307692307698,632.7036303630363,748.509900990099,730.0528877887788,0.005373270835715038,0.13430411840724343,0.14652979455292434,4,2,91,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,-0.8294577777673416,-0.8330574942073711,-0.1333454864079764,-0.07692307692307698,-0.040000000000000036,-0.17742186931623327,-0.22398190045248845,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-05-01,653.0198019801979,M05,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.04166666666666674,653.0198019801978,705.789603960396,730.3437293729372,0.005373270835715038,0.1120557344532703,0.14652979455292434,5,2,121,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.2916666666666667,0.3125,-0.6227689177132093,-0.6212255158405378,-0.10587333646189942,0.04166666666666674,0.10294117647058809,-0.2818762351173464,0.11858974358974372,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-06-01,696.5544554455446,M06,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.06666666666666687,658.8244224422441,650.1174917491749,730.6539603960396,0.005373270835715038,0.076709996902674,0.14652979455292434,6,2,152,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,1,1,0,0.5,0.5,-0.2748544334005343,-0.26437528775227004,-0.0983085589721041,0.06666666666666687,0.025641025641025772,-0.3241188095222082,0.025000000000000133,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-07-01,713.9683168316832,M07,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.02499999999999991,687.8475247524751,660.2755775577558,730.9719471947195,0.005373270835715038,0.020971762320196548,0.14652979455292434,7,3,182,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.5833333333333334,0.5833333333333334,-0.13711341712541197,-0.1232191565635145,-0.05899600197756525,0.02499999999999991,0.13888888888888906,0.09333333333333349,-0.04166666666666696,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-08-01,740.0891089108911,M08,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.03658536585365857,716.8706270627063,684.9452145214522,731.3015676567657,0.005373270835715038,0.021506651961958646,0.14652979455292434,8,3,213,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.75,0.75,0.07084918564539004,0.0900073777935176,-0.01973322803108295,0.03658536585365857,0.13333333333333353,0.25,0.011585365853658658,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-09-01,722.6752475247525,M09,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.0235294117647058,725.5775577557756,692.20099009901,731.6234323432342,0.00537327083571526,0.0318933404655184,0.14652979455292434,9,3,244,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.6666666666666666,0.6666666666666666,-0.07216202361547869,-0.057008581167716135,-0.008263642633881914,-0.0235294117647058,0.03750000000000009,0.06410256410256432,-0.06011477761836437,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-10-01,766.209900990099,M10,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.06024096385542155,742.9914191419142,715.4194719471948,731.9646864686468,0.005373270835715038,0.04318728523625058,0.1465297945529243,10,4,274,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,0.27595201599912617,0.30004529889345993,0.01506456920273801,0.06024096385542155,0.07317073170731692,0.22222222222222232,0.08377037562012735,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-11-01,914.2277227722772,M11,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.19318181818181812,801.0376237623763,758.9541254125412,732.3718646864686,0.005373270835715038,0.10928136755298572,0.1465297945529243,11,4,305,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,1,0,0,0,0,0.9166666666666666,0.9166666666666666,1.4578828028991586,1.5121213912159033,0.09375805159487353,0.19318181818181812,0.23529411764705865,0.40000000000000013,0.13294085432639657,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2014-12-01,1036.1247524752475,M12,2014,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.13333333333333353,905.5207920792078,815.5491749174918,732.8333333333334,0.00537327083571526,0.0665802853247955,0.14652979455292434,12,4,335,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,1,1.0,1.0,2.4080758606638732,2.4843965528417957,0.23564356435643544,0.13333333333333353,0.433734939759036,0.48750000000000004,-0.059848484848484595,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-01-01,631.559405940594,M01,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.3904600730444555,860.6372937293728,801.8143564356436,731.0449669966996,-0.032863315897202594,0.3210864968866614,0.15224009283028175,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0,0,0,0.25,0.20833333333333334,-0.7813284705237553,-0.7985163010792949,0.17726998007395933,-0.3904600730444555,-0.1757357805942068,-0.11542376454012437,-0.523793406377789,Strong Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-02-01,572.6138613861386,M02,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.09333333333333327,746.76600660066,773.9018151815181,729.423514851485,-0.032863315897202705,0.26268536623179267,0.15224009283028175,2,1,32,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0,0,0,0,0,0.08333333333333333,0.041666666666666664,-1.212130864115158,-1.2618375090129794,0.023775613749861122,-0.09333333333333327,-0.37366386172390254,-0.22629065271776216,0.29712673971112225,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-03-01,656.8217821782179,M03,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.1470588235294117,620.3316831683168,762.9262376237624,727.5636138613862,-0.03286331589720248,0.2692580090750849,0.15224009283028178,3,1,60,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,0,1,0,0.4166666666666667,0.375,-0.5428627675133403,-0.5761564809365584,-0.14738495528103612,0.1470588235294117,-0.36607847596623366,-0.09112456192749163,0.24039215686274495,Strong Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-04-01,606.2970297029702,M04,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.0769230769230771,611.9108910891089,736.2740924092409,725.8467821782178,-0.032863315897202594,0.13430411840724354,0.15224009283028178,4,2,91,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.16666666666666666,0.125,-0.9064657980468995,-0.9702695561171387,-0.15696961657279096,-0.0769230769230771,-0.040000000000000036,-0.20870634937043853,-0.22398190045248878,Decline,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-05-01,631.559405940594,M05,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.04166666666666674,631.5594059405939,689.162706270627,724.0584158415842,-0.032863315897202594,0.1120557344532704,0.15224009283028178,5,2,121,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.2916666666666667,0.22916666666666666,-0.6949443602921388,-0.7595334912998241,-0.1277507558467879,0.04166666666666674,0.10294117647058809,-0.3091880827837161,0.11858974358974383,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-06-01,673.6633663366337,M06,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.06666666666666665,637.1732673267326,628.7524752475247,722.1508250825083,-0.032863315897202705,0.07670999690267385,0.15224009283028178,6,2,152,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,1,1,0,0.5,0.4166666666666667,-0.362670878540423,-0.4178688312838542,-0.11767286667029249,0.06666666666666665,0.02564102564102555,-0.34982407791408576,0.02499999999999991,Growth,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-07-01,690.5049504950496,M07,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.025000000000000133,665.2425742574256,638.5767326732673,720.1955445544554,-0.032863315897202594,0.020971762320195965,0.1522400928302818,7,3,182,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.5833333333333334,0.5,-0.2215761194218683,-0.2775591987762036,-0.0763028467928472,0.025000000000000133,0.13888888888888906,0.09333333333333349,-0.04166666666666652,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-08-01,715.7673267326733,M08,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,0.03658536585365835,693.3118811881187,662.4356435643564,718.1687293729374,-0.032863315897202705,0.02150665196195811,0.1522400928302818,8,3,213,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,1,1,0,0,0.6666666666666666,0.625,-0.01794061380776177,-0.07096054941643305,-0.03461143206071113,0.03658536585365835,0.1333333333333333,0.25,0.011585365853658214,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
2015-09-01,698.9257425742575,M09,2015,443,yes,SM,MRTSSM44313USS,Retail: Building Material and Garden Equipment,Building Materials,Millions of Dollars,Annual (API Limitation),MRTS,-0.0235294117647058,701.7326732673267,669.4529702970298,716.1896039603961,-0.032863315897202705,0.031893340465518095,0.1522400928302818,9,3,244,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.6666666666666666,0.5833333333333334,-0.12887737562538085,-0.19750264963608807,-0.020185898556925708,-0.0235294117647058,0.03750000000000009,0.0641025641025641,-0.060114777618364146,Stable,2025-12-22 22:25:29.577586,2025-12-22 22:25:29.579068
